acc,diceScore,epoch,trainLoss,valLoss
97.10,0.868457019329071,162,0.04095666058775452,0.0859436227215661
97.45,0.8895237445831299,163,0.037983458782373754,0.07873866086204846
97.32,0.8842315673828125,164,0.03968151774326408,0.07601269858854788
97.15,0.8731821179389954,165,0.04222306038287503,0.08607664621538585
97.42,0.887120246887207,166,0.0412399897834769,0.07476668611720756
97.23,0.8807737827301025,167,0.03927833045384398,0.08114854301567431
97.49,0.8911995887756348,168,0.03905925813510462,0.0724349141948753
97.54,0.8920574188232422,169,0.03790909284725785,0.0721467409144949
97.22,0.8756443858146667,170,0.03829162476446341,0.07636458923419316
97.06,0.8666145205497742,171,0.038261105634134124,0.08258220829345563
97.24,0.8799240589141846,172,0.03869152765859057,0.08335550322576805
97.36,0.8853445053100586,173,0.039294362620071126,0.07569871442737403
97.29,0.8840786218643188,174,0.03843676559282122,0.07671020994031871
97.46,0.8897620439529419,175,0.03790947670737902,0.07467977330088615
97.33,0.8863093256950378,176,0.040847086968521275,0.07445639289087719
97.55,0.8947063088417053,177,0.03816012876039302,0.06767348531219694
97.50,0.891068160533905,178,0.03759417719104224,0.07331261080172327
97.46,0.8896719813346863,179,0.036692154266078164,0.07486614695301762
97.03,0.8728349804878235,180,0.03619595394573278,0.0848694801054619
97.53,0.8932678699493408,181,0.040042737774826864,0.07467660749400104
97.53,0.8926016092300415,182,0.03880976475085373,0.07067661801422084
97.37,0.8850090503692627,183,0.03687417881425332,0.07866927374292303
97.37,0.8838821053504944,184,0.0335969388898876,0.08350726713736852
97.33,0.882628858089447,185,0.03762243507016036,0.07917732124527295
97.47,0.8898219466209412,186,0.035991854689739367,0.07237716143329938
97.39,0.8842770457267761,187,0.03567547980626976,0.08197138458490372
97.42,0.8862943649291992,188,0.034851929655781495,0.07700141395131747
97.55,0.8954857587814331,189,0.03386766996441616,0.07280131898544452
97.48,0.891609251499176,190,0.03463357726663903,0.07778136542549839
97.26,0.8833839297294617,191,0.03723913336310674,0.07637800662605851
97.33,0.8837745785713196,192,0.03366019733733049,0.0824452147439674
97.42,0.8886780738830566,193,0.03315434822191795,0.07766279881751095
97.43,0.8882979154586792,194,0.03519349736678931,0.07856950881304564
97.30,0.8820879459381104,195,0.03314541043989636,0.08392221094281585
97.42,0.8885744214057922,196,0.0351330175374945,0.07733979476270852
97.37,0.8856560587882996,197,0.03306257381552347,0.08120542861245296
97.44,0.8897491693496704,198,0.03473464628957488,0.07924827119266545
97.46,0.8874826431274414,199,0.034543526376149165,0.07770767228470908
97.61,0.8979011178016663,200,0.03478527620986656,0.07339945118184443
97.41,0.8906508088111877,201,0.033461548681198446,0.07706043910649088
